SEXO P1 P7 P16 P22 P26 P27 P29 P38 IMC
Hom 70 52.1 89.2 35.2 57.9 26.3 19 174.3 23
Hom 68.5 57.3 88.3 35.2 54 24.5 17.6 162.8 25.9
Hom 76.2 55.5 89.6 35.6 58 26.7 20 175.9 24.6
Hom 66.9 57 82.6 36.2 55.4 25.2 18.3 163.6 25
Hom 56.5 50.1 72.4 30.9 54.7 25 18.3 164.2 21
Hom 70.1 55.3 83.2 35.4 57.8 25.9 18.3 172.6 23.5
Hom 80.7 56.2 91.9 36.9 57.7 26.1 19.1 170.6 27.7
Hom 74.2 55.1 89.1 34.6 57.7 23.8 17.8 168.6 26.1
Hom 82.6 55.8 94.7 41.7 59.4 26.8 19 172.1 27.9
Hom 72.9 58.8 85.1 38 54.9 24.8 17.4 162.9 27.5
Hom 73.4 56.3 93.6 38.6 55.6 25 19 167 26.3
Hom 70.4 58 79.5 36.5 57.4 26.4 18.8 169.8 24.4
Hom 75.9 56 88 36.5 59 25.9 18.3 178.1 23.9
Hom 53 45.6 76.2 32.3 53.5 23.6 18.1 162 20.2
Hom 79.2 52.1 93.3 35.9 58.6 25 17.8 174.8 25.9
Hom 77.3 58.7 84.5 36.9 58.8 26.1 18.7 175.3 25.2
Hom 72.6 57.7 81.7 37.8 55 24.4 17.6 167.7 25.8
Hom 56.1 51.4 80.1 33.5 53.3 22.3 16.8 158.2 22.4
Hom 71.1 51.3 89.4 34.3 55.4 25 18.8 166.6 25.6
Hom 67.2 50.3 94 33.2 55.4 24.6 17.4 160.4 26.1
Hom 69.9 55 90.8 34 57.2 26 18.6 167.4 24.9
Hom 60.8 52.8 77.9 35.6 57 25 16.8 167.4 21.7
Hom 65.5 52.7 85.6 34 56 24.9 17.3 168.8 23
Hom 63.8 51.6 81.3 33.2 54 25.4 19 165.9 23.2
Hom 85.5 57.1 100.4 37.6 59.5 26.2 19.4 173.2 28.5
Hom 75.1 55.3 86 37.5 56.2 25.1 18.1 167.5 26.8
Hom 73.9 52.1 92 36.7 57.2 25.7 18 178.2 23.3
Hom 68.5 54.5 89.1 35.4 55.6 25.6 18.2 161.7 26.2
Hom 80.9 64 98.2 37 55.5 23.2 17.1 160.9 31.3
Hom 89.6 65.1 102.1 40.1 57.8 26 18.6 168 31.8
Hom 75.8 61.4 85.6 38.3 59.7 25.7 19.2 180.5 23.3
Hom 59.6 52 76.4 33.7 55.1 24.2 16.8 164 22.2
Hom 69.8 56.8 85.4 34.5 54 25 16.5 161.2 26.9
Hom 73.6 54.2 83.3 36.3 59 27.2 20.4 176.2 23.7
Hom 62.8 51.6 85.9 36.1 52.8 24.6 17.8 163.4 23.5
Hom 65.5 55.1 81.9 34.6 57.1 24.5 17.6 168.6 23
Hom 90.6 62.4 92.1 40.5 60 26 18.8 183.8 26.8
Hom 66.9 53.6 88 36 53.2 23.5 18.3 161.1 25.8
Hom 103.4 64.2 110.4 40.8 61.5 26.5 20.2 172.3 34.8
Hom 80.8 59.7 93.3 39.5 57.3 25.9 18.2 170.6 27.8
Hom 67.5 55.2 82.3 36.8 57 24.8 17.7 169.5 23.5
Hom 68.9 56 77.5 38.2 58.2 24 18.1 169.3 24
Hom 81 58.5 88.2 37.8 57.4 26.9 19.7 173.9 26.8
Hom 75.4 61.7 86.8 38.9 59.3 24.3 18.5 172.6 25.3
Hom 71.4 53.1 88.3 34.3 57.1 25.8 18.2 166.9 25.6
Hom 62.3 49.6 78.5 33.6 54.8 25.7 18.9 165.5 22.8
Hom 84.8 59.8 82.6 37.6 59.5 26.1 18.8 180.7 26
Hom 62.6 52.5 78 35.2 55.1 25.9 17.6 167.5 22.3
Hom 67.1 57.1 92.9 34.6 57.9 24.6 17.9 166.2 24.3
Hom 81.7 57.8 90 37.6 57.2 26.5 19.2 170.7 28
Hom 59.1 52.5 78.1 33.1 54.3 23.5 18.1 164 22
Hom 71.4 52.4 94.4 36.7 55.4 23.7 17.7 165 26.2
Hom 75.6 56.4 88.6 37.6 58.3 26.4 17.4 170.2 26.1
Hom 59.7 51.2 72.3 32.7 55 26 18 167.8 21.2
Hom 70.5 53.2 92 36.3 57 25.6 18.3 171.2 24.1
Hom 54 49.3 70.7 33.2 51.5 23.7 17 164.4 20
Hom 82.4 58.2 98 36.5 60 25.5 18.6 178 26
Hom 76.7 54.7 88.4 34.7 59.1 24.9 18.2 171.3 26.1
Hom 50.3 46.6 69.7 31.5 51 24.2 17.4 160.7 19.5
Hom 83.9 61.3 88.1 38.1 61.2 27.5 19.5 180.3 25.8
Hom 64.9 51.9 87 30.9 54 24.5 18 161.1 25
Hom 66.1 51.2 84.3 32.4 54.3 23.7 18.7 165.4 24.2
Hom 52.8 47.9 66.5 32.6 53.6 24.9 18 167.5 18.8
Hom 59 50 70.1 33 56.9 26.6 18.7 179.1 18.4
Hom 51.4 48 69.6 32.5 55 25.4 18.6 166.3 18.6
Hom 84.5 54.9 97.3 36.1 59.3 25.8 19.4 171.1 28.9
Hom 64.9 54 70.9 33.8 59 26.6 19.2 179.4 20.2
Hom 70.2 57.8 87.3 35.6 53.9 26.4 18.7 166.6 25.3
Hom 75.7 55.1 93.1 36.3 57.3 25.9 18.3 165.9 27.5
Hom 73.5 58.1 91.4 34.7 59.8 25.6 17.8 171.2 25.1
Hom 69.8 57.8 78.3 35.7 58.9 25 18.6 176.1 22.5
Hom 62 50.6 72.5 31.7 58.4 27 18.8 175.7 20.1
Hom 81.1 60.7 94.4 39.2 57.6 25.5 18.8 172.5 27.3
Hom 60.1 49 90.3 31.6 50.7 22.9 18.1 153.6 25.5
Hom 79 59.1 91.7 38.7 57.2 24.5 18.6 174.9 25.8
Hom 92.3 61 107 39.7 59.6 26.5 19.7 166.4 33.3
Hom 56.5 49.8 70.1 33.2 56.5 25.3 18.1 171.5 19.2
Hom 68.9 54.1 79.8 34.7 59.4 24.9 18.5 176.4 22.1
Hom 58.9 50.2 69.2 34.2 58.2 26 19.1 180.9 18
Hom 108.7 68.1 113.2 42 57.8 24.7 18.2 164.7 40.1
Hom 71 51.7 97.6 35.8 55.6 24.7 17.7 161.4 27.3
Hom 58.8 51.1 80.4 35 53 23 17.9 159.7 23.1
Hom 82 59.2 95.9 37.1 56.8 26.7 18.6 168.2 29
Hom 68.7 52.2 92.2 36 54.9 25.4 17.2 168.7 24.1
Hom 76.6 58.8 79.1 36.6 62.9 27.9 18.7 184.8 22.4
Hom 70.5 56.5 78.3 38.7 58.1 25 19.3 174.3 23.2
Hom 69 51.4 96 34.8 53.8 23.1 16.9 158.8 27.4
Hom 65.9 55.1 81.5 36.3 59.7 25.1 18.1 168.6 23.2
Hom 76.1 54.4 89.7 35.7 58.1 25.4 18.3 166.8 27.4
Hom 80.3 57.7 93 35.6 60.2 26.6 19.1 174.4 26.4
Hom 96.9 62 102.6 39.2 63.9 27.5 19.8 182.8 29
Hom 78.8 58.5 93.3 38.2 57.7 26 19.1 167.2 28.2
Hom 71 53.4 92.5 35.6 56.6 25.6 18.8 169.4 24.7
Hom 62.4 52 71.4 35.4 55.9 25.5 18.2 173.6 20.7
Hom 66.2 52.1 87.9 33.8 53.5 24.1 17.5 161.1 25.5
Hom 70.4 55.5 78.7 35.8 60.3 26.1 18.7 173.3 23.4
Hom 51.6 46.8 81.5 32.5 52.2 23.8 16 156.3 21.1
Hom 73.6 58.2 84.3 36 58.7 25.9 18.8 175.5 23.9
Hom 72.6 58 87.3 36.8 59.9 26.7 19.8 173.3 24.2
Hom 89.3 65.7 97.6 39.6 58.4 23.9 17.5 168.9 31.3
Hom 80.3 56.5 88.3 37.1 61.2 26.5 19.4 184.8 23.5
Hom 86.5 62.2 93.4 39.7 60.4 26.2 18.7 174.1 28.5
Hom 75.2 60.3 89.8 38.5 55.7 24 17.3 166.8 27
Hom 54.9 47.7 73.8 33.5 57.4 26 18.7 178.5 17.2
Hom 53.6 50.8 70 31.2 53.2 22.6 16.1 160.8 20.7
Hom 65.7 54.6 84.8 34.3 52.6 22.5 16.5 160.7 25.4
Hom 68.5 54.6 85.3 36.4 55.6 24.7 17.3 166.7 24.7
Hom 81.9 64.3 92.4 39.9 55.9 25 18 167.4 29.2
Hom 54.5 49 70.3 31.2 54.5 24.7 17.9 162.1 20.7
Hom 90.9 65.6 99.7 38.4 57.3 24.2 17.8 164.3 33.7
Hom 70.2 59 82.3 36.6 55.1 25.9 18.7 165.6 25.6
Hom 67.1 53.6 78.6 32.7 58.3 25.5 18.1 172.4 22.6
Hom 88.6 62.1 95.7 35.8 58.6 26.3 18.8 174.5 29.1
Hom 53.6 47.5 67.4 32 54.5 25 18.4 170.3 18.5
Hom 61.4 52 74.3 32.9 56.8 25.9 19.3 172.5 20.6
Hom 56.5 51.1 71.5 31 52.7 24.1 16.9 163.5 21.1
Hom 62.6 53.6 75.7 32.7 57.4 23.9 18.3 173.5 20.8
Hom 69.7 53.3 80.5 33.1 58.6 25.8 18.3 178.8 21.8
Hom 50.7 48 72.5 30.7 51 22.6 16.5 156.7 20.7
Hom 51.4 46.1 73.9 31.2 55.3 25.2 18.2 166.7 18.5
Hom 71.3 53.9 83.1 34.4 56.9 25.5 19 175.4 23.2
Hom 73.6 59 78.3 32.6 58.3 26.1 20.4 172.5 24.7
Hom 64.9 52.8 76.1 31.7 55.7 24.8 18.4 170 22.5
Hom 78.7 57.5 86.3 33.9 58.1 25.5 18 174.7 25.8
Hom 48.8 45.6 66.2 29.9 55.7 25.3 18.5 164.8 18
Hom 66.6 58.5 76.6 34.3 57.5 24.7 18.5 171.9 22.5
Hom 68.1 56.4 88.5 34.2 55.3 24.7 17.8 159.7 26.7
Hom 67 54.6 81.5 33.5 53.8 23.8 16.5 163.2 25.2
Hom 71.2 55.2 82.4 33.9 54.4 24.9 17.9 170.5 24.5
Hom 69 55.2 74.3 32.5 56.1 25.2 17.8 177.9 21.8
Hom 74.5 54.7 84.4 34.6 57.1 25.5 18 171.4 25.4
Hom 64.1 52.3 79 33.1 58.4 24.6 18.1 173.5 21.3
Hom 66.7 55.4 81 31.4 55.4 26.4 18.6 165.8 24.3
Hom 76.2 59.5 82.4 35.2 56.8 25.1 18.3 172.2 25.7
Hom 70.7 52.3 90.4 32.3 55.6 25.9 18.4 165.6 25.8
Hom 53.8 48.2 71.6 30.9 52.8 23.9 17.3 157.3 21.7
Hom 60.8 51.1 74.6 31.4 55.4 25.2 18.2 168.6 21.4
Hom 77.9 61.4 81.2 35.2 57.8 26.9 19.3 174.1 25.7
Hom 74.4 58.4 79 34.4 60.4 26.6 19.6 178 23.5
Hom 62.6 53.5 73.9 31.2 53.9 25.6 18 164.9 23
Hom 55.6 48.6 73.1 30.9 55.5 24 18.4 167.1 19.9
Hom 58 47.3 72.6 33.7 59.4 25.7 18.6 182.7 17.4
Hom 68.2 53.1 82 32.7 57.8 25.7 18.1 177.5 21.7
Hom 48.7 45.6 69.8 28.9 51.7 22.5 16.7 157.8 19.6
Hom 66 51.3 90.3 32.2 55 24 17.1 163.7 24.6
Hom 55.7 52.1 74.2 31.9 54.7 23.6 17.4 163.2 20.9
Hom 64 57.5 79.2 31.9 57 24.1 18.1 162.7 24.2
Hom 71.6 57.7 82 31.7 61.8 26.3 18.4 180.9 21.9
Hom 71.7 58.6 79.8 34.4 56 24.9 18.2 166.4 25.9
Hom 67.2 54.7 85 33.7 57 24 18 170.6 23.1
Hom 56.7 48.1 76.3 31.1 53.4 24.2 18.2 163 21.3
Hom 52 49.3 71.6 29.5 53.9 23.5 17.3 159.2 20.5
Hom 79.6 60.7 86.4 35.5 57.4 25.9 18.2 165.1 29.2
Hom 52.5 50 71.4 30.2 52.3 24.1 17 159.4 20.7
Hom 62.7 54.3 77.5 31.4 54.3 24 17.8 162 23.9
Hom 66.7 53.5 76.2 31.8 54.5 25.2 18.2 166.9 23.9
Hom 71.2 55.6 91.4 32.8 53 24.5 16.9 161.2 27.4
Hom 81.3 61.1 90.3 32.6 57.6 25.2 18.4 169.6 28.3
Hom 52.6 48.2 69.6 30.4 53.9 24.2 18 160.9 20.3
Hom 75.1 57.1 88.3 33.6 56.6 26 19.1 172.4 25.3
Hom 79.8 55.9 96.8 33.6 59.5 26 19.1 174.4 26.2
Hom 63 54.5 77.6 31 55.7 25.4 19 169.1 22
Hom 69.6 57.9 81.5 35.1 55.1 23.6 17.1 168.4 24.5
Hom 68 53.4 78.5 32.8 58.2 25.1 19 179.2 21.2
Hom 64.7 52.9 83.5 31.2 53.2 24.5 17.5 162.3 24.6
Hom 52.4 48.6 75.7 28.6 52.5 22.1 17.1 157.6 21.1
Hom 75 59.2 88.1 32.7 57.2 24.1 17.3 166.6 27
Hom 74.6 58.5 89.3 34.1 52.9 23.7 17.4 164.2 27.7
Hom 69.3 55.5 86.4 33.1 56.6 25 17.5 168.8 24.3
Hom 64.4 51.4 82.2 30.9 55.2 25.5 18.1 169.5 22.4
Hom 82.3 59.5 104 35.5 58.1 24.8 18.4 170.3 28.4
Hom 80.2 61 86.2 35.4 59 27.3 19.1 177.4 25.5
Hom 59.1 53.3 77.2 31.5 52.9 23.2 16.7 161.3 22.7
Hom 70.3 54.5 76.9 31.5 57.1 26.6 19.8 175.7 22.8
Hom 69.7 54.4 86.9 33.2 55.8 24.4 17.2 164.6 25.7
Hom 51 47.6 72 30.5 51.5 23.5 16.4 154.9 21.3
Hom 71.1 56.8 81.9 33.4 55.7 25.6 18.1 167.5 25.3
Hom 46.4 42.9 68.4 28.4 53 23.6 16.9 161.4 17.8
Hom 59.2 50.4 77.5 30.4 51.4 24.2 16.8 159.5 23.3
Hom 54.8 45.2 69.5 30.9 55.9 25.2 17.3 170.4 18.9
Hom 61.5 53.6 74.6 31.8 58.1 24.7 18.3 168.7 21.6
Hom 62.8 50.3 84.2 32.4 55.7 25.5 18.1 172.9 21
Hom 69.2 52.1 87 34.1 53.5 25.1 18 163.4 25.9
Hom 54.9 48.3 67.1 31.4 55.8 25.5 18.2 171.4 18.7
Hom 61 50.6 83.4 31.8 54.3 24.2 18.2 159.4 24
Hom 46.6 45.4 67.3 28.4 50.6 23 16.6 155.9 19.2
Hom 51.6 47.9 71.8 30.6 55.5 25 18.2 168.5 18.2
Hom 63.5 51.5 80.5 33 57.9 24.6 17.1 169.6 22.1
Hom 68.2 53 90.5 34.2 53.6 24.9 19.3 158.8 27
Hom 78.1 55.7 92.5 35.4 57.2 24.1 18 171.3 26.6
Hom 63.6 49.7 88.5 32.6 53.4 24.5 18 157.9 25.5
Hom 64.5 51.5 77.5 32.2 56.7 25.5 18.5 168.6 22.7
Hom 61.1 46.5 72 29.5 58.9 26.6 19.7 172.4 20.6
Hom 60.1 51.2 82.3 31.8 55.3 25.6 19 163.1 22.6
Hom 66.2 55.3 78.7 33.7 58.8 26.6 19.1 174.5 21.7
Hom 65.1 52.1 81 33.3 57.1 25.2 19 166.4 23.5
Hom 71.7 57.3 76.7 33.7 58.4 25.9 18.2 172.7 24
Hom 63.9 50.6 75.6 31.5 59.4 24.9 18.6 173.1 21.3
Hom 58 48.6 70.2 31.6 57.1 26.3 18.9 174.2 19.1
Hom 59 50.5 80.5 30.6 50.2 23.3 17.9 151.7 25.6
Hom 68.7 59.5 81.5 34.3 56 23.7 17.9 165.1 25.2
Hom 65.4 53.5 77.2 33.2 55.3 25.8 18.1 167.2 23.4
Hom 73.5 57.9 83.9 33.1 56 26.3 19.6 169.5 25.6
Hom 54.4 51.7 77.1 30.6 50.7 23.9 17.7 159.3 21.4
Hom 55.7 50.5 82 30.4 51.1 22.2 16.4 152.5 24
Hom 74.8 57.5 85.2 33.5 60.4 26.6 19.5 175.6 24.3
Hom 61.3 51.2 84.6 32.1 54 23.6 17.1 157.8 24.6
Hom 62.4 46.9 75.4 31.2 58.4 27 20.5 175.3 20.3
Hom 59.9 53.8 70.3 33.1 58.5 24.7 17.8 168.6 21.1
Hom 59 53.5 81.4 30.8 50.3 23 17.1 156.7 24
Hom 59.8 54.1 81.6 32.4 52 23.5 17.1 158.5 23.8
Hom 69.6 55 82.7 33.3 59.4 24.9 18.1 175.7 22.6
Hom 56.4 49.5 74.9 30.2 55 23.7 17.5 168.2 19.9
Hom 64.1 51.3 82.4 33.6 56.9 25.9 18.2 166.4 23.2
Hom 71.8 56.1 91.1 32.8 53.9 23.4 16.8 158.3 28.7
Muj 86.2 69.3 99.6 42.6 61.7 24.6 18 163.2 32.4
Muj 53.4 55.5 72.5 35.4 55.3 23.2 16.1 154.7 22.3
Muj 70.8 62.2 90.3 42.3 55.7 22.9 16.4 152.8 30.3
Muj 63.7 59.4 75.9 38.7 59.9 24.4 18.6 164 23.7
Muj 67.7 64.6 77.9 41.2 54.8 22.8 16.5 153.3 28.8
Muj 71.9 60.6 86.1 42.1 56.2 22.9 17.2 158.7 28.6
Muj 66.6 59.8 86.2 41.3 56.1 22.8 16.1 153.2 28.4
Muj 72.6 63.4 92 40.5 56.5 22.7 16.5 158.4 28.9
Muj 76.7 66 88.9 42.4 55.5 22.9 16.7 151.1 33.6
Muj 74.9 60.5 86.6 39.8 56.6 24 17.2 160 29.3
Muj 70.7 61.7 86.8 40.7 57.3 23.6 17 156.4 28.9
Muj 69.2 58.3 86.2 38.8 56.6 23 17.1 156.7 28.2
Muj 63.4 57 71.2 40.5 59.9 22.7 16.9 168.2 22.4
Muj 71.6 61.7 74.6 40.4 62.9 26 18.3 174.6 23.5
Muj 67.9 65.7 76.7 42.5 60 24.7 18.5 161.6 26
Muj 54.4 54.2 76.6 38.7 56.2 23.5 17.7 164.5 20.1
Muj 93.6 68.4 96.8 45.4 62.9 24.7 18.2 164.9 34.8
Muj 59.2 56.3 77 36.3 58.2 23.4 17.1 161.4 22.7
Muj 68.6 63.4 81.5 41.9 57 22.6 16.8 154.9 28.6
Muj 61.8 59.8 70.7 41.2 58.8 23.7 17.4 166.6 22.3
Muj 76.9 68.5 84 45.2 58.5 23.4 16 160.4 29.9
Muj 67 63.3 73.8 42.6 60.5 23.1 16.8 159.8 26.2
Muj 59.9 55.6 77 38.8 51.4 22.7 16.3 149.7 26.7
Muj 51.1 56.4 67.8 37.3 54.3 21.3 16.3 152.4 22
Muj 58.5 56.8 65.7 39.8 58.1 24.9 18.1 164.6 21.6
Muj 46.9 50.6 66.4 37.5 52.3 21.3 15.4 151.6 20.4
Muj 56.2 57.4 71.6 37.6 54.7 22.3 15.9 154.6 23.5
Muj 69.3 64.4 89 40.9 56.7 24.3 17.4 151.5 30.2
Muj 67.5 58.1 82.7 37.9 56.3 23.1 16.6 158.7 26.8
Muj 59 59.1 73.8 41.6 55.1 22.7 17.1 155.9 24.3
Muj 51.1 53 69.1 36.7 57.4 24.2 17.1 160.5 19.8
Muj 51.6 55.4 70.3 39 54.1 22 16.2 151.5 22.5
Muj 59.7 55.1 72.9 37.7 58.4 23.7 17.3 164.9 22
Muj 50.5 51.6 69.2 37.5 54.1 23.4 18 158.2 20.2
Muj 70.4 62.1 86.7 40 56.9 23.1 17 158.7 28
Muj 42.7 50.4 62.8 34 52.2 22.9 16 150.3 18.9
Muj 51.1 54.8 67.3 37.1 52.1 22.5 16.5 155.8 21.1
Muj 48.7 48.2 74.2 32.7 52.3 21.7 16.4 154.2 20.5
Muj 59.7 58.6 69.2 37 57.5 23 17 164.9 22
Muj 45.3 51.4 61.7 37.4 51.7 22.6 16.5 152.7 19.4
Muj 51.4 52 67.2 36.6 54 22.6 17.2 163 19.4
Muj 50.4 52.4 68.4 37.8 53.7 23.1 16.9 158 20.2
Muj 59 56.4 75.3 37.8 52.9 23.5 17.1 158 23.6
Muj 45 47.6 66.2 35.5 53.2 22.8 16 157.4 18.2
Muj 45.7 47.3 67.3 33.2 53 21.8 16.1 152.8 19.6
Muj 59.6 59.8 68.1 40.9 58.8 23.4 17.5 163.1 22.4
Muj 55.5 55.3 70 39 54.5 22.1 17.3 161.4 21.3
Muj 56.7 59.1 69.5 41.5 55.1 22.8 16.6 156.9 23
Muj 49.1 49.9 64.7 37 57 23.6 17.6 161.8 18.8
Muj 57.7 57 75.5 38 54.3 23.4 17.2 157.6 23.2
Muj 66.4 62.1 83.6 39.9 55.4 23.1 16.8 157.2 26.9
Muj 46.8 52.9 62.6 38.5 53.3 21.5 16 152.8 20
Muj 83 71 93.1 45.4 58.6 22.7 16.5 155.6 34.3
Muj 46.9 50.4 66.1 37.4 51.5 22.4 16.8 152.7 20.1
Muj 60.5 55.4 78.8 36.7 54.3 24.1 17.4 162 23.1
Muj 61.7 59.2 80.1 38.9 56.4 23.5 17.6 160.5 24
Muj 54.7 56.6 69.3 38.3 56.9 23.8 16.7 160 21.4
Muj 71.1 62.9 79.4 44.2 57.3 22.8 17.9 165 26.1
Muj 61.6 58.7 77 38.9 57.8 23.7 17.5 161 23.8
Muj 54.7 57.8 64.9 37.1 54.6 23.9 16.9 161.4 21
Muj 44.1 54.2 66.6 35.7 51.6 20.5 15.4 148 20.1
Muj 83.5 67 92.5 43.9 60.1 24.1 17.9 164.6 30.8
Muj 57.4 57 70.9 38.4 54.4 23.2 17.4 159.7 22.5
Muj 54 52.8 69.6 38.7 54 23.5 16.7 160.2 21
Muj 43.8 48.3 61.6 33.1 51.9 22.7 17.3 152.8 18.8
Muj 59.7 56.7 78.9 39.1 56.1 23.9 17.4 159.1 23.6
Muj 48.3 51.1 68.8 35.6 52.7 22.1 15.8 155.3 20
Muj 56.7 59.5 70.7 41.6 57.3 22 16.1 158.7 22.5
Muj 54.9 54.1 69.2 36.9 55.8 22.8 16.7 160.7 21.3
Muj 55.6 54.3 72.9 36.6 57.3 23.3 16.6 159.1 22
Muj 58.7 55.9 68.7 40.7 55.2 23.2 16.8 163.5 22
Muj 57.8 55.3 74.3 37.3 57.3 22.4 17.1 154.5 24.2
Muj 52.3 54 70.4 38.4 50.5 22.4 16.5 152.5 22.5
Muj 65.9 59.9 85.1 37.1 56.7 24.2 17.9 159.6 25.9
Muj 72.1 63.4 89.9 41.5 57.3 23 17.7 160.1 28.1
Muj 57.8 52.7 70 40.3 56.4 23.9 17.7 166.9 20.8
Muj 53.8 56.7 67 37.7 55.5 23.7 17.1 158.9 21.3
Muj 61 65.5 80.1 41.8 54.7 23 16.8 152.1 26.4
Muj 43.9 49.8 59.6 34.9 50.2 21.1 16.4 154.1 18.3
Muj 57.9 59.1 72 37.5 56.4 22.6 15.8 156.7 23.6
Muj 86.1 64 93.4 44.6 60.9 24.2 17.8 169.6 29.9
Muj 59.6 56.5 82 38 56.5 23.8 17.2 157.1 24.2
Muj 70.4 60.7 83.8 41.9 59.6 25.3 19.1 171 24.1
Muj 69.1 61.7 80.1 39.9 58.3 24 17.7 158.6 27.5
Muj 62.2 55.7 78.2 39.7 55.5 25.5 17.9 164.9 22.9
Muj 66.8 63.9 83.6 40.8 58.5 22.7 17 156.9 27.1
Muj 79 62.4 87.3 40 59.8 24.6 18 166.7 28.4
Muj 62.6 58.9 74.5 40 57.2 24.4 17.3 165.7 22.8
Muj 62.7 55 86.5 38.7 59.6 22.8 16.6 160.7 24.3
Muj 64.6 56.5 81.8 39.4 57.5 23.4 17.4 157.7 26
Muj 75.1 64.6 86 44.2 60.4 24.9 18.2 161.8 28.7
Muj 46.4 50.8 65.9 36.9 55.2 23.1 16.3 154.8 19.4
Muj 81.4 67.3 98.6 42.4 57.2 22.4 16.4 153.8 34.4
Muj 50.4 51.4 66.3 35 56.7 23.7 16.8 158.9 20
Muj 55.7 55.9 70 36.4 57.9 25 17.9 164.1 20.7
Muj 56.3 55.3 76.6 37.8 56.5 24 18.1 157.1 22.8
Muj 66 62.3 82.5 41.8 56 22.7 15.9 157.9 26.5
Muj 48.9 50 72.9 34.3 53 22 15.1 148.2 22.3
Muj 58.8 58.3 75.7 38.9 54.6 22.2 15.7 154.1 23.2
Muj 59.5 54 80.6 37.1 53.4 23.7 17.3 154.7 24.9
Muj 83.9 66.7 87.5 44.2 62 25.4 17.1 168.4 29.6
Muj 71.8 63.1 79.5 40.4 59.5 24.5 17.6 163.5 26.9
Muj 76.1 67.1 79.6 45.6 59.7 24.8 17.3 162.2 28.9
Muj 55.3 57.4 71.8 38.6 56.6 23.8 16.6 158.5 22
Muj 67.7 59.6 84 42.5 57 23.6 17.5 155.6 28
Muj 61.1 59.2 82.4 38 55.1 22.5 16 150.6 26.9
Muj 82 66 94.5 45.8 61.1 24.3 17.3 161.7 31.4
Muj 61.1 55.1 78.5 37.7 59.3 23.5 17.5 163.7 22.8
Muj 55.3 55.5 76 39.4 54.8 22 15.6 151.4 24.1
Muj 57.2 53.4 83.9 36 52.2 21.5 15.7 148.3 26
Muj 62.9 61.2 81.3 42.1 59.8 25.2 17.7 159.2 24.8
Muj 65.4 55.9 90.3 39.2 56.9 22.1 15.9 153.9 27.6
Muj 60.3 56.2 69.9 37.4 59.1 23.8 17.8 167.5 21.5
Muj 85.7 66.5 104.5 41.6 59 23.9 17 159.3 33.8
Muj 50.7 53.5 73.8 37.5 54.2 23.2 16.7 153.6 21.5
Muj 58.3 51 78.3 33.5 57.8 25.1 17.7 163.3 21.9
Muj 59.2 61 77.2 41.2 55.9 23.6 17.2 153.5 25.1
Muj 54.3 55 70.3 37.5 54.8 23.8 17.3 156.5 22.2
Muj 68.9 62 82.4 40.9 57.7 24.8 17 163.7 25.7
Muj 56.4 53.9 72.4 37.6 56.5 22.6 16.9 162.3 21.4
Muj 54.6 51 65.5 37.4 60.4 25.9 18.4 166.4 19.7
Muj 63.7 52.3 82.4 37.3 56 24.8 17.9 163.9 23.7
Muj 56.3 52.2 77.6 37.6 56.6 23.5 16.2 158.1 22.5
Muj 62.4 58.7 71.3 39.7 54.3 24 17.8 161.9 23.8
Muj 90.8 69 88.5 45.3 62.5 25.8 19 173.6 30.1
Muj 78.2 64.6 80 43.5 61.2 25.5 19 170.5 26.9
Muj 59.7 59.6 74.3 36.5 55.3 24 17.9 153 25.5
Muj 58.4 58.7 74.1 35.8 57.7 23.2 17.1 158.6 23.2
Muj 61.4 54 79.8 35.9 55.5 24 17.6 159.2 24.2
Muj 57.5 56.4 74.4 35.5 55.1 22.6 17.1 153.6 24.4
Muj 57.4 51.8 75.2 35.4 56.7 22.8 16.5 158.3 22.9
Muj 70.7 56 91 37.5 55.6 23.7 17.1 162.8 26.7
Muj 89.7 67.6 96.6 43.4 61.7 24.2 18.7 167.3 32.1
Muj 59.9 55.7 79.1 39.2 54.2 22.6 16.4 151.4 26.1
Muj 49.7 49.1 61.7 32.6 52.4 20.9 15.2 150.6 21.9
Muj 84.9 65 85.8 42.1 63 26.2 19.4 177.4 27
Muj 71.4 65.1 83 39 58.4 22.5 17 153.4 30.3
Muj 66.6 62.5 72.7 39.1 59.2 23.3 18.3 163.2 25
Muj 81.4 67 87.1 40.5 60 24.1 17.8 159.4 32
Muj 68 64.1 77.4 41.5 54.8 21 16.4 150.9 29.9
Muj 62.5 57.9 76 36.8 55 22.5 17.1 152.5 26.9
Muj 57.6 55.4 72.5 37.1 57.3 23.2 16.2 155.7 23.8
Muj 50.3 50.8 72.1 34.3 53.3 22.4 17.1 155.8 20.7
Muj 57 55.7 75.6 37.7 56.3 22.7 17.3 154 24
Muj 51.9 51.3 70 34.4 52.8 24.1 17.3 157.5 20.9
Muj 51 51.9 78.1 33 49.9 21.3 16 149.1 22.9
Muj 63.7 61.9 74.3 38.3 54.2 23.4 17.7 158.9 25.2
Muj 48.3 47.1 64.1 32.1 54.6 24.1 17.1 165.2 17.7
Muj 61.5 58.7 85.1 38.1 55.5 21.9 16.8 153.4 26.1
Muj 71.5 59.6 94.5 40.1 57.4 23.1 16.9 155.1 29.7
Muj 76 61.2 83 40.1 62.6 25 18.3 170.2 26.2
Muj 61.3 58.5 68.5 37.5 55.7 22.9 16.9 159.6 24.1
Muj 83 65.7 92.7 42.3 60.2 24.1 18.1 166.3 30
