Sexo,P1,P7,P16,P22,P27,P29,P38,CAT_IMC
Hom,82.4,58.2,98,36.5,25.5,18.6,178,NORMAL
Hom,76.7,54.7,88.4,34.7,24.9,18.2,171.3,NORMAL
Hom,50.3,46.6,69.7,31.5,24.2,17.4,160.7,DELGADO
Hom,83.9,61.3,88.1,38.1,27.5,19.5,180.3,NORMAL
Hom,64.9,51.9,87,30.9,24.5,18,161.1,NORMAL
Hom,66.1,51.2,84.3,32.4,23.7,18.7,165.4,NORMAL
Hom,52.8,47.9,66.5,32.6,24.9,18,167.5,DELGADO
Hom,59,50,70.1,33,26.6,18.7,179.1,DELGADO
Hom,51.4,48,69.6,32.5,25.4,18.6,166.3,DELGADO
Hom,84.5,54.9,97.3,36.1,25.8,19.4,171.1,OBESO
Hom,64.9,54,70.9,33.8,26.6,19.2,179.4,NORMAL
Hom,70.2,57.8,87.3,35.6,26.4,18.7,166.6,NORMAL
Hom,75.7,55.1,93.1,36.3,25.9,18.3,165.9,NORMAL
Hom,73.5,58.1,91.4,34.7,25.6,17.8,171.2,NORMAL
Hom,69.8,57.8,78.3,35.7,25,18.6,176.1,NORMAL
Hom,62,50.6,72.5,31.7,27,18.8,175.7,NORMAL
Hom,81.1,60.7,94.4,39.2,25.5,18.8,172.5,NORMAL
Hom,60.1,49,90.3,31.6,22.9,18.1,153.6,NORMAL
Hom,79,59.1,91.7,38.7,24.5,18.6,174.9,NORMAL
Hom,92.3,61,107,39.7,26.5,19.7,166.4,OBESO
Hom,56.5,49.8,70.1,33.2,25.3,18.1,171.5,DELGADO
Hom,68.9,54.1,79.8,34.7,24.9,18.5,176.4,NORMAL
Hom,58.9,50.2,69.2,34.2,26,19.1,180.9,DELGADO
Hom,108.7,68.1,113.2,42,24.7,18.2,164.7,OBESO
Hom,71,51.7,97.6,35.8,24.7,17.7,161.4,NORMAL
Hom,58.8,51.1,80.4,35,23,17.9,159.7,NORMAL
Hom,82,59.2,95.9,37.1,26.7,18.6,168.2,OBESO
Hom,68.7,52.2,92.2,36,25.4,17.2,168.7,NORMAL
Hom,76.6,58.8,79.1,36.6,27.9,18.7,184.8,NORMAL
Hom,70.5,56.5,78.3,38.7,25,19.3,174.3,NORMAL
Hom,69,51.4,96,34.8,23.1,16.9,158.8,NORMAL
Hom,65.9,55.1,81.5,36.3,25.1,18.1,168.6,NORMAL
Hom,76.1,54.4,89.7,35.7,25.4,18.3,166.8,NORMAL
Hom,80.3,57.7,93,35.6,26.6,19.1,174.4,NORMAL
Hom,,62,102.6,39.2,27.5,19.8,182.8,OBESO
Hom,78.8,58.5,93.3,38.2,26,19.1,167.2,OBESO
Hom,71,53.4,92.5,35.6,25.6,18.8,169.4,NORMAL
Hom,62.4,52,71.4,35.4,25.5,18.2,173.6,NORMAL
Hom,66.2,52.1,87.9,33.8,24.1,17.5,161.1,NORMAL
Hom,70.4,55.5,78.7,35.8,26.1,18.7,173.3,NORMAL
Hom,51.6,46.8,81.5,32.5,23.8,16,156.3,NORMAL
Hom,73.6,58.2,84.3,36,25.9,18.8,175.5,NORMAL
Hom,72.6,58,87.3,36.8,26.7,19.8,173.3,NORMAL
Hom,89.3,65.7,97.6,39.6,23.9,17.5,168.9,OBESO
Hom,80.3,56.5,88.3,37.1,26.5,19.4,184.8,NORMAL
Hom,86.5,62.2,93.4,39.7,26.2,18.7,174.1,OBESO
Hom,75.2,60.3,89.8,38.5,24,17.3,166.8,NORMAL
Hom,54.9,47.7,73.8,33.5,26,18.7,178.5,DELGADO
Hom,53.6,50.8,70,31.2,22.6,16.1,160.8,NORMAL
Hom,65.7,54.6,84.8,34.3,22.5,16.5,160.7,NORMAL
Hom,68.5,54.6,85.3,36.4,24.7,17.3,166.7,NORMAL
Hom,81.9,64.3,92.4,39.9,25,18,167.4,OBESO
Hom,54.5,49,70.3,31.2,24.7,17.9,162.1,NORMAL
Hom,90.9,65.6,99.7,38.4,24.2,17.8,164.3,OBESO
Hom,70.2,59,82.3,36.6,25.9,18.7,165.6,NORMAL
Hom,67.1,53.6,78.6,32.7,25.5,18.1,172.4,NORMAL
Hom,88.6,62.1,95.7,35.8,26.3,18.8,174.5,OBESO
Hom,53.6,47.5,67.4,32,25,18.4,170.3,DELGADO
Hom,61.4,52,74.3,32.9,25.9,19.3,172.5,NORMAL
Hom,56.5,51.1,71.5,31,24.1,16.9,163.5,NORMAL
Hom,62.6,53.6,75.7,32.7,23.9,18.3,173.5,NORMAL
Hom,69.7,53.3,80.5,33.1,25.8,18.3,178.8,NORMAL
Hom,50.7,48,72.5,30.7,22.6,16.5,156.7,NORMAL
Hom,51.4,46.1,73.9,31.2,25.2,18.2,166.7,DELGADO
Hom,71.3,53.9,83.1,34.4,25.5,19,175.4,NORMAL
Hom,73.6,59,78.3,32.6,26.1,20.4,172.5,NORMAL
Hom,64.9,52.8,76.1,31.7,24.8,18.4,170,NORMAL
Hom,78.7,57.5,86.3,33.9,25.5,18,174.7,NORMAL
Hom,48.8,45.6,66.2,29.9,25.3,18.5,164.8,DELGADO
Hom,66.6,58.5,76.6,34.3,24.7,18.5,171.9,NORMAL
Hom,68.1,56.4,88.5,34.2,24.7,17.8,159.7,NORMAL
Hom,67,54.6,81.5,33.5,23.8,16.5,163.2,NORMAL
Hom,71.2,55.2,82.4,33.9,24.9,17.9,170.5,NORMAL
Hom,69,55.2,74.3,32.5,25.2,17.8,177.9,NORMAL
Hom,74.5,54.7,84.4,34.6,25.5,18,171.4,NORMAL
Hom,64.1,52.3,79,33.1,24.6,18.1,173.5,NORMAL
Hom,66.7,55.4,81,31.4,26.4,18.6,165.8,NORMAL
Hom,76.2,59.5,82.4,35.2,25.1,18.3,172.2,NORMAL
Hom,70.7,52.3,90.4,32.3,25.9,18.4,165.6,NORMAL
Hom,53.8,48.2,71.6,30.9,23.9,17.3,157.3,NORMAL
Hom,60.8,51.1,74.6,31.4,25.2,18.2,168.6,NORMAL
Hom,77.9,61.4,81.2,35.2,26.9,19.3,174.1,NORMAL
Hom,74.4,58.4,79,34.4,26.6,19.6,178,NORMAL
Hom,62.6,53.5,73.9,31.2,25.6,18,164.9,NORMAL
Hom,55.6,48.6,73.1,30.9,24,18.4,167.1,DELGADO
Hom,58,47.3,72.6,33.7,25.7,18.6,182.7,DELGADO
Hom,68.2,53.1,82,32.7,25.7,18.1,177.5,NORMAL
Hom,48.7,45.6,69.8,28.9,22.5,16.7,157.8,DELGADO
Hom,66,51.3,90.3,32.2,24,17.1,163.7,NORMAL
Hom,55.7,52.1,74.2,31.9,23.6,17.4,163.2,NORMAL
Hom,64,57.5,79.2,31.9,24.1,18.1,162.7,NORMAL
Hom,71.6,57.7,82,31.7,26.3,18.4,180.9,NORMAL
Hom,71.7,58.6,79.8,34.4,24.9,18.2,166.4,NORMAL
Hom,67.2,54.7,85,33.7,24,18,170.6,NORMAL
Hom,56.7,48.1,76.3,31.1,24.2,18.2,163,NORMAL
Hom,52,49.3,71.6,29.5,23.5,17.3,159.2,NORMAL
Hom,79.6,60.7,86.4,35.5,25.9,18.2,165.1,OBESO
Hom,52.5,50,71.4,30.2,24.1,17,159.4,NORMAL
Hom,62.7,54.3,77.5,31.4,24,17.8,162,NORMAL
Hom,66.7,53.5,76.2,31.8,25.2,18.2,166.9,NORMAL
Hom,71.2,55.6,91.4,32.8,24.5,16.9,161.2,NORMAL
Hom,81.3,61.1,90.3,32.6,25.2,18.4,169.6,OBESO
Hom,52.6,48.2,69.6,30.4,24.2,18,160.9,NORMAL
Hom,75.1,57.1,88.3,33.6,26,19.1,172.4,NORMAL
Hom,79.8,55.9,96.8,33.6,26,19.1,174.4,NORMAL
Hom,63,54.5,77.6,31,25.4,19,169.1,NORMAL
Hom,69.6,57.9,81.5,35.1,23.6,17.1,168.4,NORMAL
Hom,68,53.4,78.5,32.8,25.1,19,179.2,NORMAL
Hom,64.7,52.9,83.5,31.2,24.5,17.5,162.3,NORMAL
Hom,52.4,48.6,75.7,28.6,22.1,17.1,157.6,NORMAL
Hom,75,59.2,88.1,32.7,24.1,17.3,166.6,NORMAL
Hom,74.6,58.5,89.3,34.1,23.7,17.4,164.2,NORMAL
Hom,69.3,55.5,86.4,33.1,25,17.5,168.8,NORMAL
Hom,64.4,51.4,82.2,30.9,25.5,18.1,169.5,NORMAL
Hom,82.3,59.5,104,35.5,24.8,18.4,170.3,OBESO
Hom,80.2,61,86.2,35.4,27.3,19.1,177.4,NORMAL
Hom,59.1,53.3,77.2,31.5,23.2,16.7,161.3,NORMAL
Hom,70.3,54.5,76.9,31.5,26.6,19.8,175.7,NORMAL
Hom,69.7,54.4,86.9,33.2,24.4,17.2,164.6,NORMAL
Hom,51,47.6,72,30.5,23.5,16.4,154.9,NORMAL
Hom,71.1,56.8,81.9,33.4,25.6,18.1,167.5,NORMAL
Hom,46.4,42.9,68.4,28.4,23.6,16.9,161.4,DELGADO
Hom,59.2,50.4,77.5,30.4,24.2,16.8,159.5,NORMAL
Hom,54.8,45.2,69.5,30.9,25.2,17.3,170.4,DELGADO
Hom,61.5,53.6,74.6,31.8,24.7,18.3,168.7,NORMAL
Hom,62.8,50.3,84.2,32.4,25.5,18.1,172.9,NORMAL
Hom,69.2,52.1,87,34.1,25.1,18,163.4,NORMAL
Hom,54.9,48.3,67.1,31.4,25.5,18.2,171.4,DELGADO
Hom,61,50.6,83.4,31.8,24.2,18.2,159.4,NORMAL
Hom,46.6,45.4,67.3,28.4,23,16.6,155.9,DELGADO
Hom,51.6,47.9,71.8,30.6,25,18.2,168.5,DELGADO
Hom,63.5,51.5,80.5,33,24.6,17.1,169.6,NORMAL
Hom,68.2,53,90.5,34.2,24.9,19.3,158.8,NORMAL
Hom,78.1,55.7,92.5,35.4,24.1,18,171.3,NORMAL
Hom,63.6,49.7,88.5,32.6,24.5,18,157.9,NORMAL
Hom,64.5,51.5,77.5,32.2,25.5,18.5,168.6,NORMAL
Hom,61.1,46.5,72,29.5,26.6,19.7,172.4,NORMAL
Hom,60.1,51.2,82.3,31.8,25.6,19,163.1,NORMAL
Hom,66.2,55.3,78.7,33.7,26.6,19.1,174.5,NORMAL
Hom,65.1,52.1,81,33.3,25.2,19,166.4,NORMAL
Hom,71.7,57.3,76.7,33.7,25.9,18.2,172.7,NORMAL
Hom,63.9,50.6,75.6,31.5,24.9,18.6,173.1,NORMAL
Hom,58,48.6,70.2,31.6,26.3,18.9,174.2,DELGADO
Hom,59,50.5,80.5,30.6,23.3,17.9,151.7,NORMAL
Hom,68.7,59.5,81.5,34.3,23.7,17.9,165.1,NORMAL
Hom,65.4,53.5,77.2,33.2,25.8,18.1,167.2,NORMAL
Hom,73.5,57.9,83.9,33.1,26.3,19.6,169.5,NORMAL
Hom,54.4,51.7,77.1,30.6,23.9,17.7,159.3,NORMAL
Hom,55.7,50.5,82,30.4,22.2,16.4,152.5,NORMAL
Hom,74.8,57.5,85.2,33.5,26.6,19.5,175.6,NORMAL
Hom,61.3,51.2,84.6,32.1,23.6,17.1,157.8,NORMAL
Hom,62.4,46.9,75.4,31.2,27,20.5,175.3,NORMAL
Hom,59.9,53.8,70.3,33.1,24.7,17.8,168.6,NORMAL
Hom,59,53.5,81.4,30.8,23,17.1,156.7,NORMAL
Hom,59.8,54.1,81.6,32.4,23.5,17.1,158.5,NORMAL
Hom,69.6,55,82.7,33.3,24.9,18.1,175.7,NORMAL
Hom,56.4,49.5,74.9,30.2,23.7,17.5,168.2,DELGADO
Hom,64.1,51.3,82.4,33.6,25.9,18.2,166.4,NORMAL
Hom,71.8,56.1,91.1,32.8,23.4,16.8,158.3,OBESO
Muj,86.2,69.3,99.6,42.6,24.6,18,163.2,OBESO
Muj,53.4,55.5,72.5,35.4,23.2,16.1,154.7,NORMAL
Muj,70.8,62.2,90.3,42.3,22.9,16.4,152.8,OBESO
Muj,63.7,59.4,75.9,38.7,24.4,18.6,164,NORMAL
Muj,67.7,64.6,77.9,41.2,22.8,16.5,153.3,OBESO
Muj,71.9,60.6,86.1,42.1,22.9,17.2,158.7,OBESO
Muj,66.6,59.8,86.2,41.3,22.8,16.1,153.2,OBESO
Muj,72.6,63.4,92,40.5,22.7,16.5,,OBESO
Muj,76.7,66,88.9,42.4,22.9,16.7,151.1,OBESO
Muj,74.9,60.5,86.6,39.8,24,17.2,160,OBESO
Muj,70.7,61.7,86.8,40.7,23.6,17,156.4,OBESO
Muj,69.2,58.3,86.2,38.8,23,17.1,156.7,OBESO
Muj,63.4,57,71.2,40.5,22.7,16.9,168.2,NORMAL
Muj,71.6,61.7,74.6,40.4,26,18.3,174.6,NORMAL
Muj,67.9,65.7,76.7,42.5,24.7,18.5,161.6,NORMAL
Muj,54.4,54.2,76.6,38.7,23.5,17.7,164.5,NORMAL
Muj,93.6,68.4,96.8,45.4,24.7,18.2,164.9,OBESO
Muj,59.2,56.3,77,36.3,23.4,17.1,161.4,NORMAL
Muj,68.6,63.4,81.5,41.9,22.6,16.8,154.9,OBESO
Muj,61.8,59.8,70.7,41.2,23.7,17.4,166.6,NORMAL
Muj,76.9,68.5,84,45.2,23.4,16,160.4,OBESO
Muj,67,63.3,73.8,42.6,23.1,16.8,159.8,NORMAL
Muj,59.9,55.6,77,38.8,22.7,16.3,149.7,NORMAL
Muj,51.1,56.4,67.8,37.3,21.3,16.3,152.4,NORMAL
Muj,58.5,56.8,65.7,39.8,24.9,18.1,164.6,NORMAL
Muj,46.9,50.6,66.4,37.5,21.3,15.4,151.6,NORMAL
Muj,56.2,57.4,71.6,37.6,22.3,15.9,154.6,NORMAL
Muj,69.3,64.4,89,40.9,24.3,17.4,151.5,OBESO
Muj,67.5,58.1,82.7,37.9,23.1,16.6,158.7,NORMAL
Muj,59,59.1,73.8,41.6,22.7,17.1,155.9,NORMAL
Muj,51.1,53,69.1,36.7,24.2,17.1,160.5,DELGADO
Muj,51.6,55.4,70.3,39,22,16.2,151.5,NORMAL
Muj,59.7,55.1,72.9,37.7,23.7,17.3,164.9,NORMAL
Muj,50.5,51.6,69.2,37.5,23.4,18,158.2,NORMAL
Muj,70.4,62.1,86.7,40,23.1,17,158.7,OBESO
Muj,42.7,50.4,62.8,34,22.9,16,150.3,DELGADO
Muj,51.1,54.8,67.3,37.1,22.5,16.5,155.8,NORMAL
Muj,48.7,48.2,74.2,32.7,21.7,16.4,154.2,NORMAL
Muj,59.7,58.6,69.2,37,23,17,164.9,NORMAL
Muj,45.3,51.4,61.7,37.4,22.6,16.5,152.7,DELGADO
Muj,51.4,52,67.2,36.6,22.6,17.2,163,DELGADO
Muj,50.4,52.4,68.4,37.8,23.1,16.9,158,NORMAL
Muj,59,56.4,75.3,37.8,23.5,17.1,158,NORMAL
Muj,45,47.6,66.2,35.5,22.8,16,157.4,DELGADO
Muj,45.7,47.3,67.3,33.2,21.8,16.1,152.8,DELGADO
Muj,59.6,59.8,68.1,40.9,23.4,17.5,163.1,NORMAL
Muj,55.5,55.3,70,39,22.1,17.3,161.4,NORMAL
Muj,56.7,59.1,69.5,41.5,22.8,16.6,156.9,NORMAL
Muj,49.1,49.9,64.7,37,23.6,17.6,161.8,DELGADO
Muj,57.7,57,75.5,38,23.4,17.2,157.6,NORMAL
Muj,66.4,62.1,83.6,39.9,23.1,16.8,157.2,NORMAL
Muj,46.8,52.9,62.6,38.5,21.5,16,152.8,NORMAL
Muj,83,71,93.1,45.4,22.7,16.5,155.6,OBESO
Muj,46.9,50.4,66.1,37.4,22.4,16.8,152.7,NORMAL
Muj,60.5,55.4,78.8,36.7,24.1,17.4,162,NORMAL
Muj,61.7,59.2,80.1,38.9,23.5,17.6,160.5,NORMAL
Muj,54.7,56.6,69.3,38.3,23.8,16.7,160,NORMAL
Muj,71.1,62.9,79.4,44.2,22.8,17.9,165,NORMAL
Muj,61.6,58.7,77,38.9,23.7,17.5,161,NORMAL
Muj,54.7,57.8,64.9,37.1,23.9,16.9,161.4,NORMAL
Muj,44.1,54.2,66.6,35.7,20.5,15.4,148,NORMAL
Muj,83.5,67,92.5,43.9,24.1,17.9,164.6,OBESO
Muj,57.4,57,70.9,38.4,23.2,17.4,159.7,NORMAL
Muj,54,52.8,69.6,38.7,23.5,16.7,160.2,NORMAL
Muj,,48.3,61.6,33.1,22.7,17.3,152.8,DELGADO
Muj,59.7,56.7,78.9,39.1,23.9,17.4,159.1,NORMAL
Muj,48.3,51.1,68.8,35.6,22.1,15.8,155.3,NORMAL
Muj,56.7,59.5,70.7,41.6,22,16.1,158.7,NORMAL
Muj,54.9,54.1,69.2,36.9,22.8,16.7,160.7,NORMAL
Muj,55.6,54.3,72.9,36.6,23.3,16.6,159.1,NORMAL
Muj,58.7,55.9,68.7,40.7,23.2,16.8,163.5,NORMAL
Muj,57.8,55.3,74.3,37.3,22.4,17.1,154.5,NORMAL
Muj,52.3,54,70.4,38.4,22.4,16.5,152.5,NORMAL
Muj,65.9,59.9,85.1,37.1,24.2,17.9,159.6,NORMAL
Muj,72.1,63.4,89.9,41.5,23,17.7,160.1,OBESO
Muj,57.8,52.7,70,40.3,23.9,17.7,166.9,NORMAL
Muj,53.8,56.7,67,37.7,23.7,17.1,158.9,NORMAL
Muj,61,65.5,80.1,41.8,23,16.8,152.1,NORMAL
Muj,43.9,49.8,59.6,34.9,21.1,16.4,154.1,DELGADO
Muj,57.9,59.1,72,37.5,22.6,15.8,156.7,NORMAL
Muj,86.1,,93.4,44.6,24.2,17.8,169.6,OBESO
Muj,59.6,56.5,82,38,23.8,17.2,157.1,NORMAL
Muj,70.4,60.7,83.8,41.9,25.3,19.1,171,NORMAL
Muj,69.1,61.7,80.1,39.9,24,17.7,158.6,NORMAL
Muj,62.2,55.7,78.2,39.7,25.5,17.9,164.9,NORMAL
Muj,66.8,63.9,83.6,40.8,22.7,17,156.9,NORMAL
Muj,79,62.4,87.3,40,24.6,18,166.7,OBESO
Muj,62.6,58.9,74.5,40,24.4,17.3,165.7,NORMAL
Muj,62.7,55,86.5,38.7,22.8,16.6,160.7,NORMAL
Muj,64.6,56.5,81.8,39.4,23.4,17.4,157.7,NORMAL
Muj,75.1,64.6,86,44.2,24.9,18.2,161.8,OBESO
Muj,46.4,50.8,65.9,36.9,23.1,16.3,154.8,DELGADO
Muj,81.4,67.3,98.6,42.4,22.4,16.4,153.8,OBESO
Muj,50.4,51.4,66.3,35,23.7,16.8,158.9,NORMAL
Muj,55.7,55.9,70,36.4,25,17.9,164.1,NORMAL
Muj,56.3,55.3,76.6,37.8,24,18.1,157.1,NORMAL
Muj,66,62.3,82.5,41.8,22.7,15.9,157.9,NORMAL
Muj,48.9,50,72.9,34.3,22,15.1,148.2,NORMAL
Muj,58.8,58.3,75.7,38.9,22.2,15.7,154.1,NORMAL
Muj,59.5,54,80.6,37.1,23.7,17.3,154.7,NORMAL
Muj,83.9,66.7,87.5,44.2,25.4,17.1,168.4,OBESO
Muj,71.8,63.1,79.5,40.4,24.5,17.6,163.5,NORMAL
Muj,76.1,67.1,79.6,45.6,24.8,17.3,162.2,OBESO
Muj,55.3,57.4,71.8,38.6,23.8,16.6,158.5,NORMAL
Muj,67.7,59.6,84,42.5,23.6,17.5,155.6,OBESO
Muj,61.1,59.2,82.4,38,22.5,16,150.6,NORMAL
Muj,82,66,94.5,45.8,24.3,17.3,161.7,OBESO
Muj,61.1,55.1,78.5,37.7,23.5,17.5,163.7,NORMAL
Muj,55.3,55.5,76,39.4,22,15.6,151.4,NORMAL
Muj,57.2,53.4,83.9,36,21.5,15.7,148.3,NORMAL
Muj,62.9,61.2,81.3,42.1,25.2,17.7,159.2,NORMAL
Muj,65.4,55.9,90.3,39.2,22.1,15.9,153.9,NORMAL
Muj,60.3,56.2,69.9,37.4,23.8,17.8,167.5,NORMAL
Muj,85.7,66.5,104.5,41.6,23.9,17,159.3,OBESO
Muj,50.7,53.5,73.8,37.5,23.2,16.7,153.6,NORMAL
Muj,58.3,51,78.3,33.5,25.1,17.7,163.3,NORMAL
Muj,59.2,61,77.2,41.2,23.6,17.2,153.5,NORMAL
Muj,54.3,55,70.3,37.5,23.8,17.3,156.5,NORMAL
Muj,68.9,62,82.4,40.9,24.8,17,163.7,NORMAL
Muj,56.4,53.9,72.4,37.6,22.6,16.9,162.3,NORMAL
Muj,54.6,51,65.5,37.4,25.9,18.4,166.4,DELGADO
Muj,63.7,52.3,82.4,37.3,24.8,17.9,163.9,NORMAL
Muj,56.3,52.2,77.6,37.6,23.5,16.2,158.1,NORMAL
Muj,62.4,58.7,71.3,39.7,24,17.8,161.9,NORMAL
Muj,90.8,69,88.5,45.3,25.8,19,173.6,OBESO
Muj,78.2,64.6,80,43.5,25.5,19,170.5,NORMAL
Muj,59.7,59.6,74.3,36.5,24,17.9,153,NORMAL
Muj,58.4,58.7,74.1,35.8,23.2,17.1,158.6,NORMAL
Muj,61.4,54,79.8,35.9,24,17.6,159.2,NORMAL
Muj,57.5,56.4,74.4,35.5,22.6,17.1,153.6,NORMAL
Muj,57.4,51.8,75.2,35.4,22.8,16.5,158.3,NORMAL
Muj,70.7,56,91,37.5,23.7,17.1,162.8,NORMAL
Muj,89.7,67.6,96.6,43.4,24.2,18.7,167.3,OBESO
Muj,59.9,55.7,79.1,39.2,22.6,16.4,151.4,NORMAL
Muj,49.7,49.1,61.7,32.6,20.9,15.2,150.6,NORMAL
Muj,84.9,65,85.8,42.1,26.2,19.4,177.4,NORMAL
Muj,71.4,65.1,83,39,22.5,17,153.4,OBESO
Muj,66.6,62.5,72.7,39.1,23.3,18.3,163.2,NORMAL
Muj,81.4,67,87.1,40.5,24.1,17.8,159.4,OBESO
Muj,68,64.1,77.4,,21,16.4,150.9,OBESO
Muj,62.5,57.9,76,36.8,22.5,17.1,152.5,NORMAL
Muj,57.6,55.4,72.5,37.1,23.2,16.2,155.7,NORMAL
Muj,50.3,50.8,72.1,34.3,22.4,17.1,155.8,NORMAL
Muj,57,55.7,75.6,37.7,22.7,17.3,154,NORMAL
Muj,51.9,51.3,70,34.4,24.1,17.3,157.5,NORMAL
Muj,51,51.9,78.1,33,21.3,16,149.1,NORMAL
Muj,63.7,61.9,74.3,38.3,23.4,17.7,158.9,NORMAL
Muj,48.3,47.1,64.1,32.1,24.1,17.1,165.2,DELGADO
Muj,61.5,58.7,85.1,38.1,21.9,16.8,153.4,NORMAL
Muj,71.5,59.6,94.5,40.1,23.1,16.9,155.1,OBESO
Muj,76,61.2,83,40.1,25,18.3,170.2,NORMAL
Muj,61.3,58.5,68.5,37.5,22.9,16.9,159.6,NORMAL
Muj,83,65.7,92.7,42.3,24.1,18.1,166.3,OBESO
Muj,61.1,56.1,74.5,34.2,22.9,17.6,157.4,NORMAL
Muj,56.7,52.5,76.5,35.1,22.8,16.9,159.8,NORMAL
Muj,61.6,54.1,85.1,35.3,23.3,17.2,155.6,NORMAL
Muj,61.9,60.1,81.6,37.2,23.7,16.2,151.8,NORMAL
Muj,68.6,62.5,70.6,41.1,24.4,17.8,163.2,NORMAL
Muj,49,52.8,68.6,35.2,21.2,15.8,143.1,NORMAL
Muj,53.1,56.5,66.3,33.8,22.4,16.5,151.5,NORMAL
Muj,82.7,61.1,95.1,38.3,24.9,17,162.4,OBESO
Muj,95.4,68.9,106.7,44.1,23.7,17.3,154.4,OBESO
Muj,64.3,60.8,74.7,38.9,23.8,17.5,156.9,NORMAL
Muj,65.8,52.8,80.7,37,23.9,18,160.8,NORMAL
Muj,68.5,64.3,90.3,41.3,22.6,16.7,150.1,OBESO
Muj,57.7,53,77.8,35.8,22.2,15.6,150.1,NORMAL
Muj,65.8,57.2,81,36.6,24.3,17.5,164.4,NORMAL
Muj,62.6,59.2,75.6,37,23.9,16.8,158.7,NORMAL
Muj,66.2,57,92,36.8,22.2,16.4,149.9,OBESO
Muj,46.2,47.8,64,31.6,23.3,17,153.4,DELGADO
Muj,60.8,54.4,75.5,34.7,24.2,17.4,156.9,NORMAL
Muj,68.2,57.9,83.3,35.8,22.9,17.5,153,OBESO
Muj,54,49.2,70,33.4,25.2,18,166.9,DELGADO
Muj,64.5,56.2,80,35.2,23.3,17.2,162.7,NORMAL
Muj,71.8,63.5,91.3,40.2,23,17.1,154.3,OBESO
Muj,76.4,68.3,86.3,40.6,23.9,17.4,159.4,OBESO
Muj,65.6,54.1,93.6,38.8,,14.9,151,OBESO
Muj,43,53,64.4,,22,15.3,149.1,DELGADO
Muj,82.6,69.8,89.2,42.4,23.3,17,158.6,OBESO
Muj,43.4,47,61,32.2,23.6,17.1,155.1,DELGADO
Muj,49.8,51.3,72.3,32.1,21.5,15.1,149,NORMAL
Muj,58.7,55.8,75.5,36.3,24,17.1,154.5,NORMAL
Muj,87.8,63.9,96,40.4,25.8,18.4,171.4,OBESO
Muj,70.5,62.1,80,41.8,24.5,17.9,164.6,NORMAL
Muj,75.9,64.4,86.6,38.1,22.8,16.1,156,OBESO
Muj,101.8,75,97.4,47,25.8,19.1,166.2,OBESO
Muj,76.8,60,92.6,35.7,23.4,,157.4,OBESO
Muj,81.8,64,97.1,38.2,24.3,18,154.7,OBESO
Muj,58.3,57.7,74.3,35.5,22.1,16,148.6,NORMAL
Muj,67.5,59.7,82.1,36.8,24.5,18.5,158.6,NORMAL
Muj,57.3,54.9,76.5,35.3,22.8,16.1,150.4,NORMAL
Muj,42.7,48.5,62.1,34.5,20.6,14.6,145.5,NORMAL
Muj,49.4,49.9,67.3,35.5,22.2,15.8,150.7,NORMAL
Muj,53.4,53.4,67.7,35.9,24.7,17.1,,DELGADO
Muj,51.6,55.8,63,38.3,22.2,16.4,150,NORMAL
Muj,48.4,52,67.9,35.2,22,16,146.4,NORMAL
Muj,54.5,51.6,67.1,34.5,24.2,17.4,166.1,DELGADO
Muj,59.3,54.7,65.7,38.1,23.5,16.2,163.7,NORMAL
Muj,61.8,61.6,74.3,40.8,22,16.1,152.1,NORMAL
Muj,63.8,63.2,77.1,38.6,24.1,17.3,157.3,NORMAL
Muj,45.2,45.5,64,31.6,22.5,16.6,158,DELGADO
Muj,47.9,51.5,69,33.9,20.5,15.2,145.9,NORMAL
Muj,70.4,60.4,80,38.4,23.5,18.3,159.7,NORMAL
Muj,66,60.5,82.3,40.8,22.9,16.4,154.3,NORMAL
Muj,59.2,54.9,73.5,37.1,24.1,17.3,161.4,NORMAL
Muj,48.8,51.1,69.4,35.6,22,16.4,151.1,NORMAL
Muj,61.2,56.5,83.2,36.6,21.9,16,151,NORMAL
Muj,72,60,89.9,42.1,22.4,16,157,OBESO
Muj,52.3,49.7,66.2,33.7,22.3,15.9,156.6,NORMAL
Muj,44.2,46.4,60.1,33,22.1,15.9,149.7,DELGADO
Muj,45,49.2,60.5,35,22.2,16,155.4,DELGADO
Muj,60,59.8,72.4,41.4,24.3,17,158.1,NORMAL
Muj,55.2,52,77.2,33.6,21.4,15.7,150.1,NORMAL
Muj,60.3,51.8,78,34.4,22.9,16.2,155,NORMAL
Muj,48.9,52,72.1,33.1,22.9,16.4,151.8,NORMAL
Muj,66.6,61.3,81.4,40.4,24.1,17.5,152.3,OBESO
Muj,51.9,48.3,67.1,35.3,22.1,16.2,159.7,NORMAL
Muj,46.9,48.2,65,31.1,22.3,16.3,158.1,DELGADO
Muj,45.2,47.4,60.8,34.6,21.7,15.5,151.8,DELGADO
Muj,53.3,55.7,64.4,37.8,24.2,17.2,159.8,NORMAL
Muj,53.9,57.1,67.7,35.5,23.8,16.8,156.6,NORMAL
Muj,59.7,57.3,73.7,39.4,24.9,17.9,159.7,NORMAL
Muj,62.6,56.6,74.7,36.5,23.3,16.9,164.4,NORMAL
Muj,55.7,59,75.3,36.4,22.7,17,153.2,NORMAL
Muj,53.8,57.5,71.2,34.2,22.5,16.7,157.4,NORMAL
Muj,73.4,57.2,97.4,36.2,22.5,15.8,154.5,OBESO
